"language","item.id","delta_Mean","k_Mean","lambda_Mean","delta_HDIlow","k_HDIlow","lambda_HDIlow","delta_HDIhigh","k_HDIhigh","lambda_HDIhigh","category","item"
"Swedish","item_316",1.4496587852,17.533331908,3.95001691108,0.740292,2.98985,0.0229568,2.29737,36.5244,10.6503,"furniture_rooms","tv"
"Swedish","item_317",1.7552713926,13.896842208,7.643938946062,0.604144,1.58041,0.00107661,3.23729,33.861,19.4397,"furniture_rooms","tvattmaskin"
"Swedish","item_318",1.8637356588,12.1542787368,8.73729399224,0.693379,1.43033,0.0577913,3.42414,31.9506,20.9172,"furniture_rooms","ugn"
"Swedish","item_319",1.9831198928,13.714542726,9.7161471362568,0.659728,1.54106,0.000829354,3.65134,33.353,21.9753,"furniture_rooms","vardagsrum"
"Swedish","item_32",1.807075249,9.5766510016,8.60107323996,0.727589,1.0271,0.0887498,3.32458,25.0002,20.1341,"animals","hona"
"Swedish","item_320",1.8847733576,16.245052982,8.0266136627388,0.766,1.54019,0.000874394,3.6467,36.5719,20.138,"furniture_rooms","vagg"
"Swedish","item_321",2.2298652922,6.7481779472,16.74185948102,0.737757,1.07712,0.158564,4.04081,17.806,30.9373,"furniture_rooms","oppen_spis"
"Swedish","item_322",1.4337581576,12.2931758134,6.53995707362,0.607666,1.27903,0.0296629,2.66033,26.9091,19.5191,"outside","badet"
"Swedish","item_323",1.6328797244,14.660166309,8.726082903616,0.497768,1.11232,0.00210292,3.34815,39.6779,24.3329,"outside","bassang"
"Swedish","item_324",1.9724233014,6.250974736,11.92873101634,0.666474,0.579245,0.141686,3.85734,16.3743,25.8384,"outside","flagga"
"Swedish","item_325",1.3639793804,22.497674692,4.5643414427148,0.507327,1.78389,0.000776174,2.56593,56.4532,15.197,"outside","gata"
"Swedish","item_326",1.8081265868,14.94232624,7.38995240828,0.592173,1.63862,0.0174952,3.32881,38.286,18.8047,"outside","gran"
"Swedish","item_327",1.6294973522,12.629571248,6.42937890964,0.672375,2.0029,0.0228101,2.74744,29.1397,15.8825,"outside","gras"
"Swedish","item_328",1.7196298406,12.092032934,8.230781068504,0.635115,1.35052,0.0076415,3.1444,29.1421,20.6878,"outside","grasklippare"
"Swedish","item_329",1.5809410698,8.473769555,6.4047493465,0.734164,1.14509,0.0691638,2.59898,19.3441,14.934,"outside","gunga"
"Swedish","item_33",1.5112903964,11.306653402,6.009453881496,0.628053,1.45789,0.00245378,2.57352,28.6196,14.7159,"animals","kanin"
"Swedish","item_330",1.897678681,10.5590666928,9.84863194332,0.724571,1.5048,0.106616,3.24877,23.8105,20.9359,"outside","gard"
"Swedish","item_331",1.6555248586,19.34340625,5.98665651961,0.678178,2.36869,0.00316417,2.74431,48.3906,14.4982,"outside","himmel"
"Swedish","item_332",1.5142598772,13.920892664,6.17143705918,0.614431,1.46766,0.0226804,2.91019,30.1909,19.0496,"outside","kratta"
"Swedish","item_333",1.6803352342,13.6858011276,7.212798255588,0.688858,0.988623,0.0049484,3.04446,32.0289,18.2344,"outside","moln"
"Swedish","item_334",1.655956811,11.549233542,6.54075891358,0.77208,1.85936,0.160739,2.78855,25.095,16.1954,"outside","mane"
"Swedish","item_335",1.6868957224,12.662270682,6.9145044676184,0.544012,1.13353,0.000597578,2.87697,30.6616,16.1269,"outside","pinne"
"Swedish","item_336",1.6946776562,14.9519089,6.302888753866,0.538197,1.08674,0.00237508,2.90874,38.4634,15.5972,"outside","regn"
"Swedish","item_337",1.263681044,39.138902164,3.438645389254,0.454126,2.83901,0.000147035,2.55121,101.344,13.1463,"outside","rutchbana"
"Swedish","item_338",1.573257397,13.4985779,5.835322535338,0.662958,1.96725,0.00285511,2.58289,31.2517,14.1661,"outside","sand"
"Swedish","item_339",1.651911205,18.856936232,5.221269956312,0.621112,2.05643,0.00740092,2.94599,46.7073,14.5679,"outside","sno"
"Swedish","item_34",1.472988103,12.549898336,4.69649261454,0.665475,1.8766,0.021995,2.38872,29.3575,11.9826,"animals","katt"
"Swedish","item_340",1.9812424748,14.491641926,8.02129010838,0.753844,1.23061,0.0259701,3.60563,35.071,19.0234,"outside","snogubbe"
"Swedish","item_341",1.694412078,13.750533232,6.31913786192,0.74681,1.44684,0.0601664,2.97896,32.8078,15.9795,"outside","sol"
"Swedish","item_342",1.4025005554,15.834241686,4.3015121077,0.667719,1.87362,0.0159586,2.34454,35.6065,12.193,"outside","spade"
"Swedish","item_343",1.6299047326,16.126927676,6.14346537988,0.689832,1.70746,0.0564409,3.14929,36.0026,18.5743,"outside","stege"
"Swedish","item_344",1.6487238672,11.787978958,6.61222969562,0.695785,1.15259,0.0139585,3.01244,28.1973,17.3875,"outside","sten"
"Swedish","item_345",1.9461227524,11.912616386,8.9670958112,0.640174,1.68113,0.0352244,3.30028,32.1094,19.27,"outside","stjarna"
"Swedish","item_346",1.8606287024,15.3018663732,7.24351756948,0.729209,1.04601,0.0732458,3.34737,37.7335,18.2656,"outside","tak"
"Swedish","item_347",1.926764467,15.567405356,8.6808848688,0.630401,1.73627,0.0243453,3.51115,39.9229,21.0216,"outside","trottoar"
"Swedish","item_348",1.7920155904,10.1357836898,7.712130971296,0.849974,1.73912,0.00735696,3.03462,22.8111,16.76,"outside","trad"
"Swedish","item_349",1.9666439296,10.90732804,10.66439472782,0.624464,1.36967,0.0198102,3.4569,25.9834,23.6134,"outside","tradgard"
"Swedish","item_35",1.669700654,2.288045016,18.122201267622,0.515374,0.221671,0.0204308,3.19316,6.03327,35.2753,"animals","kisse"
"Swedish","item_350",1.8789531884,10.861839455,10.202853184476,0.617905,1.22091,0.00648712,3.21908,26.5188,21.8204,"outside","vatten"
"Swedish","item_351",2.0457245266,7.1911228756,13.275364952964,0.706771,0.855813,0.00311435,3.85627,17.7766,27.0099,"outside","vind"
"Swedish","item_352",1.6872999402,13.759121206,6.56274004704,0.714712,1.87274,0.0343469,2.83503,32.8275,15.6884,"places","affar"
"Swedish","item_353",1.7021609384,13.799591004,7.18303533098,0.721257,2.0248,0.0364427,3.01173,34.8022,17.8084,"places","arbetet"
"Swedish","item_354",2.3675893496,11.458106028,12.77146913197,0.673244,1.51845,0.00259082,4.60366,31.454,26.6781,"places","bensin"
"Swedish","item_355",2.0476746524,11.146354936,10.98938866824,0.748492,1.50161,0.010691,3.7827,27.3349,23.9587,"places","bio"
"Swedish","item_356",2.168674122,11.874275298,11.17578537934,0.820921,1.71193,0.274472,3.91223,29.0824,23.8471,"places","bondgard"
"Swedish","item_357",2.1580367828,9.9566080226,14.20953644876,0.713367,0.854401,0.145409,4.22279,25.5518,31.3299,"places","camping"
"Swedish","item_358",1.6095238808,30.637290366,6.7416140394204,0.48224,1.52116,0.000361061,3.3272,94.6495,20.5035,"places","cirkus"
"Swedish","item_359",1.603537972,11.494039076,6.81720695832,0.669011,1.33449,0.0155104,2.73386,27.2195,16.5498,"places","dagis"
"Swedish","item_36",1.6542809764,9.99038559,6.808008059106,0.668604,1.46445,0.00893758,2.80188,25.1013,15.94,"animals","ko"
"Swedish","item_360",1.4619609388,21.6881489748,5.416292053202,0.581991,1.85195,0.00186092,2.93739,49.4093,18.4039,"places","fest"
"Swedish","item_361",1.4923704792,22.153163502,3.9027676418,0.584467,2.85034,0.00301727,2.42644,56.109,10.4645,"places","hemma"
"Swedish","item_362",1.5718511856,13.66706864,5.53949060256,0.745313,1.8806,0.0226166,2.65462,30.1209,14.291,"places","hus"
"Swedish","item_363",1.6715441156,15.894232624,6.251809349276,0.7086,2.22154,0.00138222,2.96058,33.0014,16.3317,"places","kalas"
"Swedish","item_364",2.0792171584,13.266295906,9.16686875404,0.880889,1.69696,0.352072,3.61348,31.0628,20.3177,"places","kyrka"
"Swedish","item_365",2.1072131332,10.552732436,11.80286315488,0.807286,1.21804,0.144485,3.95187,25.8565,25.4133,"places","landet"
"Swedish","item_366",2.0725320658,12.8995770354,9.4849119301,0.727568,1.37473,0.0316597,3.92571,33.6924,21.9227,"places","lekplats"
"Swedish","item_367",1.8271626422,7.367357523,12.65180586348,0.573008,0.794105,0.048144,3.36663,18.222,27.7913,"places","park"
"Swedish","item_368",1.5797300822,22.547753682,5.638864456746,0.50837,1.35096,0.00238399,3.13888,66.3216,17.4128,"places","skog"
"Swedish","item_369",1.9077020414,16.239301344,7.497679654176,0.663539,1.61765,0.00905808,3.32737,46.562,17.5675,"places","skola"
"Swedish","item_37",1.633910794,15.598466124,6.3092829405386,0.646727,1.51855,0.000808043,2.95515,37.6116,16.402,"animals","krokodil"
"Swedish","item_370",2.0514826526,10.3673922744,10.80352074206,0.784867,1.27251,0.0634701,3.75809,25.5971,23.4452,"places","staden"
"Swedish","item_371",1.8203888716,11.1270893372,9.31635101432,0.72361,1.48919,0.0391769,3.29984,26.4798,21.9858,"places","stranden"
"Swedish","item_372",1.2845417866,16.6758398036,3.844647204174,0.612428,1.28636,0.0138255,2.39648,34.9072,13.1734,"places","ute"
"Swedish","item_373",1.9579629456,13.958787048,9.26195095767,0.789056,1.96039,0.00363798,3.51646,32.5526,21.0558,"places","utflykt"
"Swedish","item_374",2.018869589,8.7053996558,14.813688089684,0.651413,0.792782,0.0385001,3.86698,21.7536,32.2678,"places","zoo"
"Swedish","item_375",1.3886184114,10.3170260088,5.273317700286,0.651023,1.29601,0.0150256,2.38953,24.8501,14.2032,"people","baby"
"Swedish","item_376",1.5483074978,13.381339116,6.00858983654,0.675892,1.89836,0.047882,2.50731,33.5486,14.5606,"people","barn"
"Swedish","item_377",1.7297604764,8.8227894192,7.279907842666,0.681035,0.733292,0.00947053,2.88263,21.8242,15.9878,"people","barnets_eget_namn"
"Swedish","item_378",1.9870787606,8.4590016576,13.91398417238,0.710915,1.05271,0.151168,3.83376,21.1811,30.4294,"people","barnvakt"
"Swedish","item_379",1.7339559542,5.1348912928,13.44810542458,0.618916,0.589762,0.0978706,3.19844,12.8973,28.8579,"people","barnvaktens_namn"
"Swedish","item_38",1.6870967046,13.346217858,6.93488320098,0.672252,1.37731,0.0341496,2.91536,32.572,17.3847,"animals","kyckling"
"Swedish","item_380",1.7734666298,18.030867378,7.963231695372,0.716139,1.69689,0.00185582,3.59291,44.36,22.0863,"people","brandman"
"Swedish","item_381",2.1760604034,10.542130186,11.7370690086,0.750618,1.59242,0.109223,3.91586,25.8464,24.481,"people","brevbarare"
"Swedish","item_382",1.7148523988,20.322488975,9.928229497437,0.371566,0.826757,0.000165504,3.69126,71.4242,25.4999,"people","bror"
"Swedish","item_383",1.8456478038,9.6866671158,9.9476875672,0.729658,1.09242,0.120747,3.34327,23.3265,22.7036,"people","clown"
"Swedish","item_384",2.1330887416,16.168516434,10.26579417028,0.65682,1.33648,0.016741,3.92947,43.9237,23.1116,"people","cowboy"
"Swedish","item_385",1.7561779068,15.269419496,6.49895478184,0.793009,2.29171,0.0204518,2.79561,34.0348,14.4611,"people","doktor"
"Swedish","item_386",1.5538512184,13.027299338,5.9816607188,0.698364,2.35907,0.0257717,2.53392,29.9088,14.7558,"people","farbror"
"Swedish","item_387",1.5849465996,7.356148833,8.342625454326,0.573277,1.03463,0.0129211,2.73803,19.1168,19.4181,"people","farfar"
"Swedish","item_388",1.58753979,10.1216807496,7.003470542722,0.530572,0.708279,0.00245555,2.91606,27.697,18.2299,"people","farmor"
"Swedish","item_389",1.7690426396,8.7736395614,11.14155642812,0.679818,1.2315,0.0100245,3.25624,21.4548,25.3346,"people","faster"
"Swedish","item_39",1.7535526888,12.0726669276,7.56234433676,0.602036,0.941776,0.0145214,3.13713,33.2625,18.4739,"animals","lamm"
"Swedish","item_390",1.4918916882,14.759408874,5.141941626802,0.667694,1.7435,0.00936501,2.73352,34.427,14.9711,"people","flicka"
"Swedish","item_391",2.0330704878,7.4311630926,14.61262674374,0.688615,1.17395,0.0831919,3.83553,18.6044,29.8533,"people","folk"
"Swedish","item_392",1.9528093536,14.370594888,8.84617805165,0.617934,1.72766,0.00468622,3.31954,39.9225,19.2698,"people","froken"
"Swedish","item_393",1.8359635088,9.3506704222,8.61037008258,0.708395,1.27846,0.0818129,3.29684,22.402,19.7491,"people","gubbe"
"Swedish","item_394",1.6318640982,14.687909008,6.87624472948,0.655891,1.54725,0.00601407,3.34369,32.8463,20.9909,"people","gumma"
"Swedish","item_395",1.6538865562,4.2640547324,13.904629993526,0.555235,0.45061,0.00868223,3.10965,10.5946,29.6278,"people","husdjurets_namn"
"Swedish","item_396",2.0047478378,8.426038853,11.04675471994,0.734065,1.24371,0.197414,3.54889,21.3928,23.0428,"people","kompis"
"Swedish","item_397",2.0626322642,12.012152846,12.28096606963,0.569136,1.29736,0.0014922,3.95746,32.5172,27.3859,"people","larare"
"Swedish","item_398",1.5998780768,1.97289207832,9.4930199293,0.607272,0.0514746,0.0109592,2.9801,6.15479,20.4357,"people","mamma"
"Swedish","item_399",2.0645843356,9.2967840586,12.936162863082,0.71042,1.10669,0.00457198,3.90478,23.5201,27.861,"people","man"
"Swedish","item_4",1.63425876588,1.31889616258,55.17917531858,0.437477,0.138708,0.0569284,3.39865,3.48967,126.331,"sounds","grr"
"Swedish","item_40",1.6305331546,17.038568546,5.40976169362,0.77844,2.64074,0.036346,2.71411,40.2252,13.2815,"animals","lejon"
"Swedish","item_400",2.0721019966,6.5116716546,14.56743417376,0.72964,0.924883,0.374073,3.77281,16.1164,28.6437,"people","morbror"
"Swedish","item_401",1.4854889034,7.0223107074,7.94597320112,0.625682,0.866095,0.0167522,2.56594,16.9994,19.1168,"people","morfar"
"Swedish","item_402",1.5086029708,8.1108964132,6.28858201452,0.701781,1.09011,0.0724668,2.48905,19.5756,15.0936,"people","mormor"
"Swedish","item_403",1.7855286256,6.184631037,13.66006478114,0.658205,0.881149,0.0598128,3.34627,15.2032,29.59,"people","moster"
"Swedish","item_404",1.8459996416,13.754034988,9.52288254494,0.631443,1.39984,0.0163376,3.52363,34.8152,23.6442,"people","manniskor"
"Swedish","item_405",1.5969739906,2.65083514596,8.560132362876,0.614591,0.0565189,0.00862326,2.93566,8.06375,18.9902,"people","pappa"
"Swedish","item_406",1.6643003526,14.839889332,6.3043741761982,0.473097,0.566581,0.00050183,3.01665,39.2386,17.2071,"people","pojke"
"Swedish","item_407",1.6126314888,32.439380712,5.43938414097,0.55498,2.60388,0.00116278,3.28363,92.6187,17.2582,"people","polis"
"Swedish","item_408",2.1605702078,13.8137436206,11.64482819562,0.681627,1.57614,0.00207366,3.9808,35.5704,25.3672,"people","sjukskoterska"
"Swedish","item_409",2.355613782,4.7482393246,17.35135769986,0.725408,0.599367,1.45382,4.11673,12.5468,30.5516,"people","syster"
"Swedish","item_41",1.5737076306,17.6084738206,5.896275873324,0.587199,1.40152,0.00693679,2.94374,47.767,16.5763,"animals","mus"
"Swedish","item_410",1.5961091616,19.003025498,4.833856317938,0.660799,2.01021,0.00221956,2.66386,46.512,12.4184,"people","tomte"
"Swedish","item_411",1.7954428916,8.4989248548,7.09808745128,0.833632,1.07745,0.0112533,3.08065,20.8623,15.5234,"people","bada"
"Swedish","item_412",1.7342333064,11.47866288,6.6216904311,0.731591,1.06463,0.0450494,2.98015,27.3889,16.0879,"games_routines","baka_kaka"
"Swedish","item_413",1.7834840086,11.385342154,7.724451331236,0.698819,1.17879,0.00902838,3.0321,27.1527,17.63,"games_routines","frukost"
"Swedish","item_414",1.5554757962,11.0424292434,6.192883127468,0.59798,0.794089,0.0113794,2.86005,27.7566,16.8376,"games_routines","god_natt"
"Swedish","item_415",1.6316324654,17.086789488,5.44075780364,0.741229,2.52375,0.0271738,2.82251,39.4689,14.2745,"games_routines","handla"
"Swedish","item_416",1.9821213628,4.083490406,9.1582562738,0.726127,0.222272,0.085889,3.5527,11.3183,18.1622,"games_routines","hej"
"Swedish","item_417",1.9272603316,4.3906639,10.14866844568,0.714096,0.286161,0.0534775,3.56684,11.8865,20.8028,"games_routines","hej_da"
"Swedish","item_418",1.481934719,14.9036434828,4.912444966917,0.640341,1.40037,0.00070911,2.57739,36.7082,13.0672,"games_routines","inte"
"Swedish","item_419",1.4717347924,12.453357886,4.02053016268,0.683191,1.26188,0.027636,2.43522,28.9414,11.0364,"games_routines","ja"
"Swedish","item_42",1.6785799606,7.4510563322,11.23024362392,0.542786,0.928059,0.0101156,2.93962,18.2303,25.0611,"animals","mygga"
"Swedish","item_420",1.9775038898,12.553900998,9.15760381322,0.695224,1.36585,0.0178698,3.46822,29.4588,20.6737,"games_routines","lunch"
"Swedish","item_421",1.8865787888,13.089560354,9.209700596082,0.536376,1.12016,0.00264532,3.35069,37.7933,20.8555,"games_routines","mellanmal"
"Swedish","item_422",1.7242335478,14.808336428,6.7064174221,0.739371,1.66267,0.0406795,3.03195,34.0139,16.9338,"games_routines","middag"
"Swedish","item_423",1.5006800004,8.889380906,4.96028092556,0.677578,1.13936,0.0212204,2.44542,22.4392,12.0626,"games_routines","nej"
"Swedish","item_424",1.6411989612,15.12411707,5.67385104492,0.686975,1.87019,0.0301037,2.87115,36.5077,14.6353,"games_routines","ringa"
"Swedish","item_425",1.7509314254,13.817014056,6.71201238958,0.745494,2.24336,0.0443904,2.92873,34.3645,15.7289,"games_routines","sitta_pottan"
"Swedish","item_426",1.7368299806,16.145196304,6.60938446898,0.802521,2.51593,0.052847,2.99869,37.9135,16.42,"games_routines","sova_middag"
"Swedish","item_427",1.3773039858,6.0458214354,7.9294772875776,0.498322,0.451777,0.000442388,2.53969,15.5404,20.9723,"games_routines","sch/hysch"
"Swedish","item_428",1.820049261,3.6620787076,9.131645375544,0.644008,0.116835,0.00131457,3.38519,10.5374,19.2192,"games_routines","tack"
"Swedish","item_429",1.5973450388,3.7988381862,9.32965376552,0.618589,0.33403,0.0869278,2.82829,9.59458,20.7333,"games_routines","tittut"
"Swedish","item_43",1.6796584706,7.514770689,10.113134483682,0.642919,0.756857,0.00224022,3.07683,18.6951,22.8884,"animals","myra"
"Swedish","item_430",1.9034100686,9.1789147714,9.816486203672,0.616164,0.777058,0.00161233,3.56347,22.099,21.9089,"games_routines","varsagod"
"Swedish","item_431",1.5126680038,20.591240828,4.20073384298,0.666334,3.31328,0.0161135,2.38233,47.0292,10.9398,"games_routines","vill"
"Swedish","item_432",1.6473645136,17.871638246,5.3503817369,0.755107,3.32991,0.0591144,2.67871,41.1944,13.0324,"games_routines","vill_ha"
"Swedish","item_433",2.00267645,10.3049914038,11.27193456536,0.717236,1.19607,0.107821,3.73103,24.9073,25.0688,"games_routines","vand_dig_om"
"Swedish","item_434",1.5830208926,15.949815189,5.5728394262584,0.665256,1.20327,0.000607963,3.17246,34.0234,17.0094,"games_routines","vanta"
"Swedish","item_435",1.7259883924,14.058725144,7.794107675698,0.519062,1.20744,0.00125507,2.93753,38.5039,18.0656,"action_words","arbeta"
"Swedish","item_436",1.6921545638,12.6221651102,7.3496171147,0.732196,1.77795,0.0272449,2.93242,30.7644,17.264,"action_words","backa"
"Swedish","item_437",1.3454159826,15.2761584,3.611398983264,0.596638,2.07111,0.00392133,2.1458,34.2379,10.1106,"action_words","bajsa"
"Swedish","item_438",1.190587893,39.259042818,2.60434969483632,0.415407,2.15064,4.71292e-05,2.21333,110.29,10.1211,"action_words","bita"
"Swedish","item_439",1.5180577184,15.03052616,5.204277574866,0.731995,2.30397,0.000469561,2.46527,32.5221,12.4141,"action_words","blasa"
"Swedish","item_44",1.3976165012,11.3897716922,4.887949895118,0.656411,0.942866,0.00140765,2.55916,26.5583,14.0739,"animals","nalle"
"Swedish","item_440",2.1639286146,12.625078058,10.951534233,0.716694,1.44084,0.0740618,4.02107,32.5069,23.9261,"action_words","bryta"
"Swedish","item_441",1.4161008086,24.708951834,3.65945251922,0.634541,1.32686,0.0049581,2.52698,56.3521,12.09,"action_words","bygga"
"Swedish","item_442",1.4253668028,18.112860312,4.26695739158,0.638385,1.99123,0.0277907,2.46081,41.0303,13.0104,"action_words","bara"
"Swedish","item_443",1.5013087562,17.033509918,4.54796783578,0.652404,2.29527,0.0243684,2.51831,39.6406,12.6957,"action_words","dansa"
"Swedish","item_444",1.7834951388,17.18536349,6.5050322091,0.877704,2.97355,0.172233,3.14548,37.7757,16.6203,"action_words","dela"
"Swedish","item_445",1.786291313,34.207366702,7.0370615977794,0.480005,1.59236,0.000363193,3.92062,114.381,21.0472,"action_words","dra"
"Swedish","item_446",1.685588584,10.1023726632,6.56235152388,0.768155,0.958816,0.0776481,2.79685,24.0154,15.2675,"action_words","dricka"
"Swedish","item_447",1.7775273134,14.011537382,8.389242167144,0.643062,1.7045,0.00549251,3.27486,33.1254,21.0026,"action_words","falla"
"Swedish","item_448",1.4047064234,25.181699192,4.547510285522,0.565224,2.67875,0.00738495,2.67737,62.331,15.3793,"action_words","flyga"
"Swedish","item_449",1.6819669454,15.821253934,6.878081422972,0.539285,1.5683,0.0061719,3.05911,39.3213,18.2818,"action_words","fa"
"Swedish","item_45",1.8611219954,5.6084122214,15.85348183849,0.577229,0.705272,0.00189873,3.50243,13.6035,32.9138,"animals","nasse"
"Swedish","item_450",1.7815594326,12.905601722,7.34957369598,0.774613,2.12388,0.0103559,3.09005,29.9053,17.3117,"action_words","gapa"
"Swedish","item_451",2.1196598014,10.874400574,10.55448886681,0.627661,1.21926,0.0057894,3.74878,27.5233,21.9976,"action_words","ge"
"Swedish","item_452",1.8910180666,14.607659496,7.5772650218,0.778646,2.27057,0.105855,3.30592,35.9683,17.9714,"action_words","grata"
"Swedish","item_453",1.4820436546,23.267243274,4.501022500526,0.619522,2.74886,0.00720374,2.63932,52.5848,13.6655,"action_words","grava"
"Swedish","item_454",1.6347502532,10.4438833882,6.15933712868,0.723645,1.34773,0.0244275,2.77072,25.4838,14.8975,"action_words","gunga"
"Swedish","item_455",1.5599592308,16.411483268,4.883978393746,0.564826,2.0341,0.00151461,2.58378,37.5129,12.787,"action_words","ga"
"Swedish","item_456",1.6270827046,18.870169056,5.313818689,0.688974,2.49056,0.0324111,2.78876,40.952,14.6504,"action_words","gomma"
"Swedish","item_457",1.9407544404,12.595310588,8.29485315002,0.776114,1.37038,0.0635176,3.52041,30.1135,19.7235,"action_words","gora"
"Swedish","item_458",1.8865024108,13.514091502,8.66829391144,0.68704,1.48171,0.0214134,3.36925,35.1461,20.1297,"action_words","heta"
"Swedish","item_459",1.8615897942,14.431049642,7.35801721448,0.684174,1.57848,0.0178305,3.2852,36.0882,17.4805,"action_words","hitta"
"Swedish","item_46",1.5734532616,11.6013887204,7.263598456078,0.64072,1.45087,0.00248846,2.80842,27.4547,18.5611,"animals","nyckelpiga"
"Swedish","item_460",1.6052576846,13.251456888,5.78227271526,0.801002,2.41489,0.216344,2.62224,28.9728,14.362,"action_words","hjalpa"
"Swedish","item_461",1.586485707,12.386510126,5.564461416608,0.656168,1.67797,0.0154165,2.63956,31.9414,13.6482,"action_words","hoppa"
"Swedish","item_462",1.5549035108,15.44382693,5.49978191506,0.660614,1.19517,0.020025,2.68745,33.9745,15.2089,"action_words","halla"
"Swedish","item_463",1.3833097158,34.880340838,4.4155269551274,0.449458,2.4111,0.000135694,2.60848,105.153,14.171,"action_words","halla"
"Swedish","item_464",1.8283856308,14.79456628,7.077845792776,0.5886,2.03625,0.00890135,3.07603,40.4323,16.2473,"action_words","hamta"
"Swedish","item_465",1.6075464212,23.030737624,5.25704093522,0.747202,1.83486,0.0457126,3.12166,51.2508,16.6758,"action_words","hora"
"Swedish","item_466",1.57049498,21.898337026,5.3362919612,0.646421,2.89148,0.0206415,2.75071,50.6914,15.0782,"action_words","jaga"
"Swedish","item_467",1.600870897,14.044694386,6.1161188261876,0.616541,1.65073,0.000551856,2.77185,37.7982,15.4008,"action_words","kasta"
"Swedish","item_468",1.4974065436,14.170293746,4.51479927284,0.722856,2.28831,0.015396,2.47161,33.0312,11.7617,"action_words","kissa"
"Swedish","item_469",1.7717627738,9.5403337966,9.62890709462,0.575726,0.843049,0.023538,3.28383,22.8878,23.1784,"action_words","kittla"
"Swedish","item_47",1.7623678658,10.8182788574,9.28576350954,0.644676,1.25987,0.0229507,3.27294,26.0148,22.8239,"animals","pingvin"
"Swedish","item_470",1.543386779,10.43187709,6.57768363086,0.63222,1.31705,0.0338725,2.63272,26.533,16.3066,"action_words","klappa"
"Swedish","item_471",1.4359804644,24.731087666,3.71863632762,0.658427,2.61449,0.0197873,2.56134,51.5985,12.7359,"action_words","klippa"
"Swedish","item_472",1.6210561734,18.029100562,6.00951515714,0.608292,1.75912,0.0119716,2.97486,49.586,16.7647,"action_words","klattra"
"Swedish","item_473",1.9263653622,15.740341174,7.93587611364,0.727656,1.89786,0.0399922,3.42868,40.9487,18.6305,"action_words","knuffa"
"Swedish","item_474",1.7973342612,9.6571406896,8.94215291474,0.665726,0.940661,0.0517589,3.32498,24.1252,21.3284,"action_words","koka"
"Swedish","item_475",1.4465223716,16.758370736,4.6720592932642,0.635402,2.18976,0.000913011,2.44862,43.7294,12.3966,"action_words","krama"
"Swedish","item_476",1.6900036914,21.494335094,5.39437739708,0.663125,1.75072,0.0250651,3.00822,53.6919,15.2396,"action_words","kopa"
"Swedish","item_477",1.4528159466,24.875203966,4.073628276376,0.677602,2.25214,0.00698755,2.71413,55.4748,13.4129,"action_words","kora"
"Swedish","item_478",1.860010901,15.512271924,7.02697050064,0.685435,2.01831,0.0302101,3.19695,38.6608,16.8806,"action_words","laga"
"Swedish","item_479",2.0285832668,9.4637711148,12.711806938932,0.616566,1.26012,0.00724706,3.79318,24.8817,26.9917,"action_words","le"
"Swedish","item_48",1.4189206574,8.8425383384,5.58305385466,0.609168,0.67315,0.0263899,2.50359,21.2934,15.4607,"animals","pippi"
"Swedish","item_480",1.6164379236,15.450365452,5.506881418308,0.671561,1.95017,0.00657727,2.72379,35.6003,13.9056,"action_words","leka"
"Swedish","item_481",1.5065803924,19.281176388,5.3161416435,0.689277,2.59114,0.0331745,2.94662,38.0813,18.2717,"action_words","lyssna"
"Swedish","item_482",2.0519462116,15.5523994,9.50449002172,0.716732,1.47027,0.0327521,3.84738,41.3679,22.1444,"action_words","latsas"
"Swedish","item_483",1.5922126438,17.805142204,5.71987188486,0.616504,2.18983,0.00365822,2.64374,45.4075,14.2776,"action_words","lagga"
"Swedish","item_484",1.4952132816,17.39588065,4.660767848154,0.653413,2.37283,0.0135637,2.59318,39.8948,13.3176,"action_words","lasa"
"Swedish","item_485",1.6454985766,12.763643264,6.80698257714,0.691393,1.92248,0.012148,2.79351,31.0771,16.3542,"action_words","mata"
"Swedish","item_486",1.6148289138,17.166004712,5.156927439,0.738699,2.59001,0.0231008,2.69634,40.0806,13.1701,"action_words","mala"
"Swedish","item_487",1.3846092104,15.782866176,5.869268104039,0.436094,1.07433,0.000257199,2.53255,45.7495,17.4537,"action_words","plaska"
"Swedish","item_488",1.8167784478,17.625894432,6.93555456324,0.776424,2.49538,0.029269,3.34797,42.5136,18.0876,"action_words","plocka"
"Swedish","item_489",1.3946006144,22.044359668,3.925604436516,0.654649,2.64284,0.00411784,2.42096,48.162,12.15,"action_words","prata"
"Swedish","item_49",1.999947459,10.2683897282,10.81763868936,0.701726,1.25995,0.0258828,3.59738,24.6532,23.4726,"animals","ponny"
"Swedish","item_490",1.4742103444,17.244973472,4.7842068303236,0.524957,1.5016,0.0005837,2.58976,43.991,13.5826,"action_words","pussa"
"Swedish","item_491",1.2165737064,23.165139006,3.016622728834,0.545359,2.66693,0.00162941,2.0882,57.0232,9.96583,"action_words","ramla"
"Swedish","item_492",1.4970786122,18.525591392,4.25596848352,0.644914,2.52058,0.0145317,2.33195,44.9056,10.5106,"action_words","rita"
"Swedish","item_493",1.8541475742,14.039291692,8.42288860672,0.650438,1.32455,0.0183965,3.55647,36.466,21.6246,"action_words","riva"
"Swedish","item_494",1.5273995278,18.091859904,5.405979448552,0.603047,1.63467,0.00567967,2.62759,38.4006,15.2615,"action_words","rora"
